Participant ID,Trial,Total Pot,Individual Offer,Opponent Offer,Model Decision,Utility,Accept Probability
1016,1,15,3.75,11.25,Reject,-3.0,0.05
1016,2,9,4.5,4.5,Accept,4.5,0.99
1016,3,15,3.0,12.0,Reject,-5.1,0.01
1016,4,9,1.8,7.2,Reject,-3.06,0.04
1016,5,9,2.7,6.3,Reject,-0.54,0.37
1016,7,9,1.8,7.2,Reject,-3.06,0.04
1016,8,12,2.4,9.6,Reject,-4.08,0.02
1016,9,9,3.6,5.4,Accept,1.98,0.88
1016,10,12,4.2,7.8,Accept,0.96,0.72
1016,11,9,2.7,6.3,Reject,-0.54,0.37
1016,14,9,2.25,6.75,Reject,-1.8,0.14
1016,15,9,4.5,4.5,Reject,4.5,0.99
1016,16,18,4.5,13.5,Reject,-3.6,0.03
1016,17,15,5.25,9.75,Reject,1.2,0.77
1016,18,6,1.8,4.2,Accept,-0.36,0.41
1016,19,9,3.6,5.4,Accept,1.98,0.88
1016,20,15,5.25,9.75,Accept,1.2,0.77
1016,22,9,2.7,6.3,Accept,-0.54,0.37
1016,25,15,1.5,13.5,Reject,-9.3,0.0
1016,26,12,1.2,10.8,Reject,-7.44,0.0
1016,27,18,9.0,9.0,Accept,9.0,1.0
1016,29,15,5.25,9.75,Accept,1.2,0.77
1016,31,12,4.8,7.2,Accept,2.64,0.93
1016,32,6,2.4,3.6,Accept,1.32,0.79
1016,33,15,3.0,12.0,Reject,-5.1,0.01
1016,35,15,5.25,9.75,Reject,1.2,0.77
1016,36,18,5.4,12.6,Accept,-1.08,0.25
1016,37,12,3.0,9.0,Reject,-2.4,0.08
1016,39,9,2.25,6.75,Reject,-1.8,0.14
1016,40,12,4.2,7.8,Accept,0.96,0.72
1016,43,15,6.0,9.0,Accept,3.3,0.96
1016,45,6,1.2,4.8,Reject,-2.04,0.12
1016,46,15,6.0,9.0,Accept,3.3,0.96
1016,48,15,1.5,13.5,Reject,-9.3,0.0
1016,49,9,2.7,6.3,Accept,-0.54,0.37
1016,51,15,3.75,11.25,Reject,-3.0,0.05
1017,1,12,4.2,7.8,Accept,0.96,0.72
1017,2,15,5.25,9.75,Accept,1.2,0.77
1017,3,15,6.0,9.0,Accept,3.3,0.96
1017,4,15,3.75,11.25,Reject,-3.0,0.05
1017,6,9,2.7,6.3,Reject,-0.54,0.37
1017,7,9,4.5,4.5,Accept,4.5,0.99
1017,8,15,5.25,9.75,Accept,1.2,0.77
1017,9,6,1.8,4.2,Accept,-0.36,0.41
1017,10,9,3.6,5.4,Accept,1.98,0.88
1017,12,18,4.5,13.5,Reject,-3.6,0.03
1017,13,15,1.5,13.5,Reject,-9.3,0.0
1017,15,15,3.0,12.0,Reject,-5.1,0.01
1017,16,9,4.5,4.5,Accept,4.5,0.99
1017,17,18,9.0,9.0,Accept,9.0,1.0
1017,19,9,2.25,6.75,Reject,-1.8,0.14
1017,20,6,2.4,3.6,Accept,1.32,0.79
1017,21,6,1.2,4.8,Reject,-2.04,0.12
1017,22,12,1.2,10.8,Reject,-7.44,0.0
1017,25,15,5.25,9.75,Accept,1.2,0.77
1017,26,15,3.0,12.0,Reject,-5.1,0.01
1017,27,12,2.4,9.6,Reject,-4.08,0.02
1017,29,15,6.0,9.0,Accept,3.3,0.96
1017,32,9,2.7,6.3,Reject,-0.54,0.37
1017,33,9,2.25,6.75,Reject,-1.8,0.14
1017,35,12,4.8,7.2,Accept,2.64,0.93
1017,37,18,5.4,12.6,Reject,-1.08,0.25
1017,38,9,1.8,7.2,Reject,-3.06,0.04
1017,39,12,4.2,7.8,Accept,0.96,0.72
1017,41,9,2.7,6.3,Reject,-0.54,0.37
1017,43,15,1.5,13.5,Reject,-9.3,0.0
1017,45,15,3.75,11.25,Reject,-3.0,0.05
1017,46,15,5.25,9.75,Reject,1.2,0.77
1017,48,9,3.6,5.4,Accept,1.98,0.88
1017,49,9,2.7,6.3,Reject,-0.54,0.37
1017,50,9,1.8,7.2,Reject,-3.06,0.04
1017,51,12,3.0,9.0,Reject,-2.4,0.08
1018,2,6,1.8,4.2,Reject,-0.36,0.41
1018,3,15,5.25,9.75,Reject,1.2,0.77
1018,4,9,2.7,6.3,Reject,-0.54,0.37
1018,6,12,4.2,7.8,Accept,0.96,0.72
1018,7,9,1.8,7.2,Reject,-3.06,0.04
1018,8,15,6.0,9.0,Accept,3.3,0.96
1018,11,9,2.7,6.3,Reject,-0.54,0.37
1018,12,12,3.0,9.0,Accept,-2.4,0.08
1018,14,18,5.4,12.6,Reject,-1.08,0.25
1018,15,9,4.5,4.5,Accept,4.5,0.99
1018,17,15,6.0,9.0,Accept,3.3,0.96
1018,18,18,4.5,13.5,Reject,-3.6,0.03
1018,22,15,3.0,12.0,Reject,-5.1,0.01
1018,23,18,9.0,9.0,Accept,9.0,1.0
1018,24,15,1.5,13.5,Reject,-9.3,0.0
1018,27,15,3.75,11.25,Reject,-3.0,0.05
1018,28,15,3.0,12.0,Reject,-5.1,0.01
1018,30,9,3.6,5.4,Accept,1.98,0.88
1018,31,9,2.25,6.75,Accept,-1.8,0.14
1018,32,15,3.75,11.25,Reject,-3.0,0.05
1018,33,9,1.8,7.2,Reject,-3.06,0.04
1018,35,15,5.25,9.75,Accept,1.2,0.77
1018,37,9,2.7,6.3,Reject,-0.54,0.37
1018,38,6,2.4,3.6,Accept,1.32,0.79
1018,39,12,1.2,10.8,Reject,-7.44,0.0
1018,40,12,2.4,9.6,Reject,-4.08,0.02
1018,41,12,4.2,7.8,Reject,0.96,0.72
1018,43,15,5.25,9.75,Accept,1.2,0.77
1018,44,6,1.2,4.8,Reject,-2.04,0.12
1018,45,9,3.6,5.4,Accept,1.98,0.88
1018,46,9,4.5,4.5,Accept,4.5,0.99
1018,47,15,1.5,13.5,Reject,-9.3,0.0
1018,48,12,4.8,7.2,Accept,2.64,0.93
1018,49,9,2.25,6.75,Accept,-1.8,0.14
1018,50,15,5.25,9.75,Accept,1.2,0.77
1018,51,9,2.7,6.3,Accept,-0.54,0.37
1019,2,12,1.2,10.8,Reject,-7.44,0.0
1019,4,6,1.8,4.2,Reject,-0.36,0.41
1019,5,15,3.75,11.25,Reject,-3.0,0.05
1019,6,9,1.8,7.2,Reject,-3.06,0.04
1019,11,12,3.0,9.0,Accept,-2.4,0.08
1019,12,18,9.0,9.0,Accept,9.0,1.0
1019,14,15,1.5,13.5,Reject,-9.3,0.0
1019,16,9,2.25,6.75,Accept,-1.8,0.14
1019,18,15,3.75,11.25,Reject,-3.0,0.05
1019,19,9,4.5,4.5,Accept,4.5,0.99
1019,20,12,4.2,7.8,Accept,0.96,0.72
1019,21,9,2.7,6.3,Accept,-0.54,0.37
1019,22,9,2.7,6.3,Reject,-0.54,0.37
1019,23,15,3.0,12.0,Reject,-5.1,0.01
1019,24,6,1.2,4.8,Reject,-2.04,0.12
1019,25,6,2.4,3.6,Accept,1.32,0.79
1019,26,15,6.0,9.0,Accept,3.3,0.96
1019,27,15,3.0,12.0,Reject,-5.1,0.01
1019,28,15,5.25,9.75,Accept,1.2,0.77
1019,30,15,5.25,9.75,Accept,1.2,0.77
1019,32,15,5.25,9.75,Accept,1.2,0.77
1019,33,9,4.5,4.5,Accept,4.5,0.99
1019,34,12,4.2,7.8,Accept,0.96,0.72
1019,35,9,3.6,5.4,Reject,1.98,0.88
1019,37,15,1.5,13.5,Reject,-9.3,0.0
1019,38,18,4.5,13.5,Reject,-3.6,0.03
1019,39,9,2.7,6.3,Reject,-0.54,0.37
1019,41,9,1.8,7.2,Reject,-3.06,0.04
1019,42,9,3.6,5.4,Accept,1.98,0.88
1019,43,12,4.8,7.2,Accept,2.64,0.93
1019,44,15,6.0,9.0,Reject,3.3,0.96
1019,45,9,2.7,6.3,Reject,-0.54,0.37
1019,46,18,5.4,12.6,Reject,-1.08,0.25
1019,49,12,2.4,9.6,Reject,-4.08,0.02
1019,50,15,5.25,9.75,Accept,1.2,0.77
1019,51,9,2.25,6.75,Reject,-1.8,0.14
1020,2,15,1.5,13.5,Reject,-9.3,0.0
1020,3,12,1.2,10.8,Reject,-7.44,0.0
1020,4,15,5.25,9.75,Accept,1.2,0.77
1020,5,15,3.75,11.25,Reject,-3.0,0.05
1020,8,9,1.8,7.2,Reject,-3.06,0.04
1020,10,9,2.7,6.3,Reject,-0.54,0.37
1020,11,9,3.6,5.4,Reject,1.98,0.88
1020,12,18,9.0,9.0,Accept,9.0,1.0
1020,14,9,2.25,6.75,Reject,-1.8,0.14
1020,15,9,4.5,4.5,Accept,4.5,0.99
1020,16,15,6.0,9.0,Accept,3.3,0.96
1020,17,18,4.5,13.5,Reject,-3.6,0.03
1020,19,12,3.0,9.0,Reject,-2.4,0.08
1020,20,12,4.2,7.8,Accept,0.96,0.72
1020,21,15,3.75,11.25,Reject,-3.0,0.05
1020,22,12,2.4,9.6,Reject,-4.08,0.02
1020,23,9,2.25,6.75,Reject,-1.8,0.14
1020,24,12,4.8,7.2,Accept,2.64,0.93
1020,25,6,2.4,3.6,Accept,1.32,0.79
1020,26,6,1.8,4.2,Reject,-0.36,0.41
1020,27,6,1.2,4.8,Accept,-2.04,0.12
1020,29,15,5.25,9.75,Reject,1.2,0.77
1020,30,9,2.7,6.3,Reject,-0.54,0.37
1020,32,15,3.0,12.0,Reject,-5.1,0.01
1020,34,9,3.6,5.4,Accept,1.98,0.88
1020,35,9,1.8,7.2,Reject,-3.06,0.04
1020,39,15,5.25,9.75,Reject,1.2,0.77
1020,40,9,4.5,4.5,Accept,4.5,0.99
1020,41,15,5.25,9.75,Reject,1.2,0.77
1020,42,12,4.2,7.8,Reject,0.96,0.72
1020,43,9,2.7,6.3,Accept,-0.54,0.37
1020,44,18,5.4,12.6,Reject,-1.08,0.25
1020,45,15,1.5,13.5,Reject,-9.3,0.0
1020,46,9,2.7,6.3,Reject,-0.54,0.37
1020,48,15,6.0,9.0,Accept,3.3,0.96
1020,50,15,3.0,12.0,Reject,-5.1,0.01
1021,2,15,5.25,9.75,Accept,1.2,0.77
1021,3,12,2.4,9.6,Reject,-4.08,0.02
1021,5,9,2.7,6.3,Reject,-0.54,0.37
1021,6,15,1.5,13.5,Reject,-9.3,0.0
1021,8,6,1.8,4.2,Reject,-0.36,0.41
1021,9,9,1.8,7.2,Reject,-3.06,0.04
1021,10,18,9.0,9.0,Accept,9.0,1.0
1021,11,9,3.6,5.4,Accept,1.98,0.88
1021,13,12,4.2,7.8,Accept,0.96,0.72
1021,14,15,6.0,9.0,Accept,3.3,0.96
1021,15,9,2.7,6.3,Accept,-0.54,0.37
1021,16,9,4.5,4.5,Accept,4.5,0.99
1021,17,6,2.4,3.6,Reject,1.32,0.79
1021,19,15,6.0,9.0,Accept,3.3,0.96
1021,20,15,5.25,9.75,Accept,1.2,0.77
1021,21,18,4.5,13.5,Reject,-3.6,0.03
1021,25,9,3.6,5.4,Accept,1.98,0.88
1021,26,9,1.8,7.2,Reject,-3.06,0.04
1021,27,15,5.25,9.75,Accept,1.2,0.77
1021,29,15,3.0,12.0,Reject,-5.1,0.01
1021,30,9,4.5,4.5,Accept,4.5,0.99
1021,31,18,5.4,12.6,Accept,-1.08,0.25
1021,33,9,2.7,6.3,Reject,-0.54,0.37
1021,34,12,1.2,10.8,Reject,-7.44,0.0
1021,35,6,1.2,4.8,Reject,-2.04,0.12
1021,37,9,2.25,6.75,Reject,-1.8,0.14
1021,38,15,5.25,9.75,Reject,1.2,0.77
1021,39,12,3.0,9.0,Reject,-2.4,0.08
1021,41,15,3.0,12.0,Reject,-5.1,0.01
1021,43,15,3.75,11.25,Reject,-3.0,0.05
1021,45,15,3.75,11.25,Reject,-3.0,0.05
1021,46,9,2.7,6.3,Reject,-0.54,0.37
1021,47,15,1.5,13.5,Reject,-9.3,0.0
1021,48,9,2.25,6.75,Reject,-1.8,0.14
1021,50,12,4.2,7.8,Accept,0.96,0.72
1021,51,12,4.8,7.2,Accept,2.64,0.93
1022,2,12,4.8,7.2,Accept,2.64,0.93
1022,3,9,2.7,6.3,Accept,-0.54,0.37
1022,4,18,9.0,9.0,Accept,9.0,1.0
1022,6,6,2.4,3.6,Accept,1.32,0.79
1022,7,15,5.25,9.75,Accept,1.2,0.77
1022,9,12,1.2,10.8,Reject,-7.44,0.0
1022,10,9,2.7,6.3,Accept,-0.54,0.37
1022,11,15,6.0,9.0,Accept,3.3,0.96
1022,12,9,2.25,6.75,Reject,-1.8,0.14
1022,15,15,5.25,9.75,Accept,1.2,0.77
1022,16,15,3.75,11.25,Reject,-3.0,0.05
1022,17,9,4.5,4.5,Accept,4.5,0.99
1022,18,15,3.0,12.0,Reject,-5.1,0.01
1022,20,9,3.6,5.4,Accept,1.98,0.88
1022,22,9,2.7,6.3,Reject,-0.54,0.37
1022,23,15,5.25,9.75,Accept,1.2,0.77
1022,24,12,4.2,7.8,Accept,0.96,0.72
1022,25,9,2.25,6.75,Reject,-1.8,0.14
1022,27,15,3.75,11.25,Reject,-3.0,0.05
1022,28,15,5.25,9.75,Reject,1.2,0.77
1022,31,15,1.5,13.5,Reject,-9.3,0.0
1022,32,9,4.5,4.5,Accept,4.5,0.99
1022,34,12,3.0,9.0,Accept,-2.4,0.08
1022,35,9,1.8,7.2,Reject,-3.06,0.04
1022,37,12,2.4,9.6,Reject,-4.08,0.02
1022,38,9,3.6,5.4,Accept,1.98,0.88
1022,40,6,1.2,4.8,Reject,-2.04,0.12
1022,41,15,6.0,9.0,Accept,3.3,0.96
1022,43,18,5.4,12.6,Reject,-1.08,0.25
1022,44,6,1.8,4.2,Reject,-0.36,0.41
1022,45,18,4.5,13.5,Reject,-3.6,0.03
1022,46,15,3.0,12.0,Reject,-5.1,0.01
1022,47,15,1.5,13.5,Reject,-9.3,0.0
1022,48,9,2.7,6.3,Accept,-0.54,0.37
1022,50,12,4.2,7.8,Accept,0.96,0.72
1022,51,9,1.8,7.2,Reject,-3.06,0.04
1023,1,9,3.6,5.4,Accept,1.98,0.88
1023,2,9,2.7,6.3,Accept,-0.54,0.37
1023,4,9,2.7,6.3,Accept,-0.54,0.37
1023,6,9,3.6,5.4,Accept,1.98,0.88
1023,7,15,3.75,11.25,Reject,-3.0,0.05
1023,8,6,2.4,3.6,Reject,1.32,0.79
1023,10,15,1.5,13.5,Reject,-9.3,0.0
1023,12,9,1.8,7.2,Reject,-3.06,0.04
1023,13,12,4.8,7.2,Accept,2.64,0.93
1023,15,15,3.0,12.0,Reject,-5.1,0.01
1023,18,9,4.5,4.5,Accept,4.5,0.99
1023,20,9,2.25,6.75,Reject,-1.8,0.14
1023,21,15,5.25,9.75,Accept,1.2,0.77
1023,23,12,4.2,7.8,Accept,0.96,0.72
1023,24,15,5.25,9.75,Accept,1.2,0.77
1023,25,15,3.75,11.25,Reject,-3.0,0.05
1023,26,6,1.8,4.2,Reject,-0.36,0.41
1023,27,6,1.2,4.8,Reject,-2.04,0.12
1023,28,18,4.5,13.5,Reject,-3.6,0.03
1023,29,15,5.25,9.75,Accept,1.2,0.77
1023,30,9,2.7,6.3,Reject,-0.54,0.37
1023,32,9,2.7,6.3,Accept,-0.54,0.37
1023,33,12,1.2,10.8,Reject,-7.44,0.0
1023,35,18,9.0,9.0,Accept,9.0,1.0
1023,36,12,4.2,7.8,Accept,0.96,0.72
1023,37,15,3.0,12.0,Reject,-5.1,0.01
1023,38,12,2.4,9.6,Accept,-4.08,0.02
1023,39,18,5.4,12.6,Reject,-1.08,0.25
1023,40,15,6.0,9.0,Accept,3.3,0.96
1023,42,12,3.0,9.0,Reject,-2.4,0.08
1023,43,9,2.25,6.75,Reject,-1.8,0.14
1023,44,9,4.5,4.5,Accept,4.5,0.99
1023,45,15,6.0,9.0,Accept,3.3,0.96
1023,46,15,1.5,13.5,Reject,-9.3,0.0
1023,47,15,5.25,9.75,Accept,1.2,0.77
1023,51,9,1.8,7.2,Reject,-3.06,0.04
1024,2,9,2.7,6.3,Reject,-0.54,0.37
1024,3,6,2.4,3.6,Accept,1.32,0.79
1024,4,15,5.25,9.75,Accept,1.2,0.77
1024,6,15,5.25,9.75,Accept,1.2,0.77
1024,7,15,6.0,9.0,Accept,3.3,0.96
1024,9,9,2.7,6.3,Accept,-0.54,0.37
1024,10,6,1.2,4.8,Reject,-2.04,0.12
1024,13,18,4.5,13.5,Reject,-3.6,0.03
1024,16,9,2.25,6.75,Reject,-1.8,0.14
1024,17,9,2.7,6.3,Reject,-0.54,0.37
1024,18,12,2.4,9.6,Reject,-4.08,0.02
1024,19,12,3.0,9.0,Reject,-2.4,0.08
1024,20,15,1.5,13.5,Reject,-9.3,0.0
1024,21,18,9.0,9.0,Accept,9.0,1.0
1024,22,6,1.8,4.2,Reject,-0.36,0.41
1024,23,15,3.75,11.25,Reject,-3.0,0.05
1024,24,12,4.2,7.8,Accept,0.96,0.72
1024,25,12,4.8,7.2,Accept,2.64,0.93
1024,27,12,4.2,7.8,Reject,0.96,0.72
1024,28,15,5.25,9.75,Accept,1.2,0.77
1024,30,15,5.25,9.75,Accept,1.2,0.77
1024,32,9,1.8,7.2,Reject,-3.06,0.04
1024,33,9,3.6,5.4,Accept,1.98,0.88
1024,34,9,2.7,6.3,Reject,-0.54,0.37
1024,35,15,6.0,9.0,Accept,3.3,0.96
1024,38,15,1.5,13.5,Reject,-9.3,0.0
1024,39,9,3.6,5.4,Accept,1.98,0.88
1024,40,9,4.5,4.5,Accept,4.5,0.99
1024,41,15,3.0,12.0,Reject,-5.1,0.01
1024,43,9,4.5,4.5,Accept,4.5,0.99
1024,44,18,5.4,12.6,Reject,-1.08,0.25
1024,46,9,1.8,7.2,Reject,-3.06,0.04
1024,47,12,1.2,10.8,Reject,-7.44,0.0
1024,48,15,3.75,11.25,Reject,-3.0,0.05
1024,49,9,2.25,6.75,Reject,-1.8,0.14
1024,50,15,3.0,12.0,Reject,-5.1,0.01
1025,1,6,1.2,4.8,Reject,-2.04,0.12
1025,2,9,2.7,6.3,Reject,-0.54,0.37
1025,4,15,5.25,9.75,Accept,1.2,0.77
1025,6,18,9.0,9.0,Accept,9.0,1.0
1025,7,12,4.2,7.8,Accept,0.96,0.72
1025,8,9,2.7,6.3,Accept,-0.54,0.37
1025,9,15,5.25,9.75,Reject,1.2,0.77
1025,10,15,3.75,11.25,Reject,-3.0,0.05
1025,12,9,3.6,5.4,Accept,1.98,0.88
1025,13,9,4.5,4.5,Accept,4.5,0.99
1025,14,6,1.8,4.2,Accept,-0.36,0.41
1025,15,18,4.5,13.5,Reject,-3.6,0.03
1025,16,12,3.0,9.0,Accept,-2.4,0.08
1025,17,12,4.2,7.8,Accept,0.96,0.72
1025,18,15,6.0,9.0,Accept,3.3,0.96
1025,19,18,5.4,12.6,Reject,-1.08,0.25
1025,20,15,6.0,9.0,Accept,3.3,0.96
1025,21,15,5.25,9.75,Accept,1.2,0.77
1025,22,15,1.5,13.5,Reject,-9.3,0.0
1025,24,9,1.8,7.2,Reject,-3.06,0.04
1025,26,9,2.25,6.75,Reject,-1.8,0.14
1025,27,9,2.25,6.75,Reject,-1.8,0.14
1025,29,15,5.25,9.75,Reject,1.2,0.77
1025,31,15,3.0,12.0,Reject,-5.1,0.01
1025,34,12,2.4,9.6,Reject,-4.08,0.02
1025,35,12,4.8,7.2,Accept,2.64,0.93
1025,36,15,3.0,12.0,Reject,-5.1,0.01
1025,37,9,4.5,4.5,Accept,4.5,0.99
1025,38,9,1.8,7.2,Reject,-3.06,0.04
1025,39,15,3.75,11.25,Reject,-3.0,0.05
1025,42,6,2.4,3.6,Accept,1.32,0.79
1025,43,9,2.7,6.3,Accept,-0.54,0.37
1025,44,12,1.2,10.8,Reject,-7.44,0.0
1025,45,9,3.6,5.4,Accept,1.98,0.88
1025,47,9,2.7,6.3,Reject,-0.54,0.37
1025,48,15,1.5,13.5,Reject,-9.3,0.0
1026,1,15,1.5,13.5,Reject,-9.3,0.0
1026,3,9,4.5,4.5,Accept,4.5,0.99
1026,4,9,3.6,5.4,Accept,1.98,0.88
1026,5,9,2.7,6.3,Accept,-0.54,0.37
1026,7,9,2.7,6.3,Reject,-0.54,0.37
1026,8,12,1.2,10.8,Reject,-7.44,0.0
1026,10,15,5.25,9.75,Accept,1.2,0.77
1026,12,12,4.2,7.8,Accept,0.96,0.72
1026,13,12,2.4,9.6,Reject,-4.08,0.02
1026,15,15,3.75,11.25,Reject,-3.0,0.05
1026,17,9,4.5,4.5,Accept,4.5,0.99
1026,18,15,3.0,12.0,Reject,-5.1,0.01
1026,19,15,5.25,9.75,Accept,1.2,0.77
1026,21,15,6.0,9.0,Accept,3.3,0.96
1026,23,15,6.0,9.0,Accept,3.3,0.96
1026,24,15,3.0,12.0,Reject,-5.1,0.01
1026,25,6,1.2,4.8,Reject,-2.04,0.12
1026,26,18,4.5,13.5,Reject,-3.6,0.03
1026,28,18,5.4,12.6,Accept,-1.08,0.25
1026,29,6,1.8,4.2,Reject,-0.36,0.41
1026,30,18,9.0,9.0,Accept,9.0,1.0
1026,31,12,4.2,7.8,Accept,0.96,0.72
1026,32,9,3.6,5.4,Accept,1.98,0.88
1026,33,15,5.25,9.75,Reject,1.2,0.77
1026,34,9,2.7,6.3,Accept,-0.54,0.37
1026,38,6,2.4,3.6,Accept,1.32,0.79
1026,39,9,1.8,7.2,Reject,-3.06,0.04
1026,40,15,5.25,9.75,Reject,1.2,0.77
1026,41,9,2.7,6.3,Reject,-0.54,0.37
1026,42,9,2.25,6.75,Reject,-1.8,0.14
1026,44,12,4.8,7.2,Reject,2.64,0.93
1026,45,9,1.8,7.2,Accept,-3.06,0.04
1026,47,15,3.75,11.25,Reject,-3.0,0.05
1026,48,15,1.5,13.5,Reject,-9.3,0.0
1026,49,9,2.25,6.75,Reject,-1.8,0.14
1026,51,12,3.0,9.0,Reject,-2.4,0.08
1027,1,12,4.2,7.8,Accept,0.96,0.72
1027,2,12,1.2,10.8,Reject,-7.44,0.0
1027,4,18,5.4,12.6,Reject,-1.08,0.25
1027,5,15,5.25,9.75,Reject,1.2,0.77
1027,6,9,2.25,6.75,Reject,-1.8,0.14
1027,7,15,3.0,12.0,Reject,-5.1,0.01
1027,8,15,6.0,9.0,Accept,3.3,0.96
1027,9,9,2.7,6.3,Reject,-0.54,0.37
1027,10,18,9.0,9.0,Accept,9.0,1.0
1027,16,15,3.75,11.25,Reject,-3.0,0.05
1027,17,12,4.2,7.8,Reject,0.96,0.72
1027,19,15,6.0,9.0,Accept,3.3,0.96
1027,21,9,2.7,6.3,Reject,-0.54,0.37
1027,22,9,3.6,5.4,Accept,1.98,0.88
1027,23,15,5.25,9.75,Accept,1.2,0.77
1027,25,12,3.0,9.0,Reject,-2.4,0.08
1027,26,9,1.8,7.2,Reject,-3.06,0.04
1027,27,12,4.8,7.2,Accept,2.64,0.93
1027,28,9,2.7,6.3,Accept,-0.54,0.37
1027,29,15,1.5,13.5,Reject,-9.3,0.0
1027,31,12,2.4,9.6,Reject,-4.08,0.02
1027,32,6,1.8,4.2,Reject,-0.36,0.41
1027,35,15,5.25,9.75,Accept,1.2,0.77
1027,36,9,1.8,7.2,Reject,-3.06,0.04
1027,38,9,2.25,6.75,Reject,-1.8,0.14
1027,39,6,1.2,4.8,Reject,-2.04,0.12
1027,40,9,4.5,4.5,Accept,4.5,0.99
1027,41,15,3.75,11.25,Reject,-3.0,0.05
1027,42,9,4.5,4.5,Accept,4.5,0.99
1027,43,9,2.7,6.3,Reject,-0.54,0.37
1027,44,15,5.25,9.75,Accept,1.2,0.77
1027,45,15,1.5,13.5,Reject,-9.3,0.0
1027,46,18,4.5,13.5,Reject,-3.6,0.03
1027,47,6,2.4,3.6,Accept,1.32,0.79
1027,49,15,3.0,12.0,Reject,-5.1,0.01
1027,51,9,3.6,5.4,Accept,1.98,0.88
1028,1,9,2.25,6.75,Reject,-1.8,0.14
1028,2,15,5.25,9.75,Accept,1.2,0.77
1028,3,9,2.7,6.3,Reject,-0.54,0.37
1028,4,15,3.0,12.0,Reject,-5.1,0.01
1028,5,12,4.8,7.2,Accept,2.64,0.93
1028,6,9,2.7,6.3,Reject,-0.54,0.37
1028,7,15,5.25,9.75,Accept,1.2,0.77
1028,9,12,4.2,7.8,Accept,0.96,0.72
1028,11,15,6.0,9.0,Accept,3.3,0.96
1028,12,9,2.7,6.3,Accept,-0.54,0.37
1028,13,6,1.2,4.8,Reject,-2.04,0.12
1028,14,15,3.0,12.0,Reject,-5.1,0.01
1028,15,12,1.2,10.8,Reject,-7.44,0.0
1028,17,18,5.4,12.6,Reject,-1.08,0.25
1028,18,9,3.6,5.4,Reject,1.98,0.88
1028,19,9,4.5,4.5,Accept,4.5,0.99
1028,20,15,5.25,9.75,Accept,1.2,0.77
1028,21,15,5.25,9.75,Accept,1.2,0.77
1028,22,12,4.2,7.8,Accept,0.96,0.72
1028,24,15,1.5,13.5,Reject,-9.3,0.0
1028,27,9,3.6,5.4,Accept,1.98,0.88
1028,28,6,2.4,3.6,Reject,1.32,0.79
1028,30,12,2.4,9.6,Reject,-4.08,0.02
1028,32,15,3.75,11.25,Reject,-3.0,0.05
1028,33,12,3.0,9.0,Reject,-2.4,0.08
1028,35,9,2.25,6.75,Reject,-1.8,0.14
1028,36,15,3.75,11.25,Reject,-3.0,0.05
1028,38,18,9.0,9.0,Accept,9.0,1.0
1028,39,18,4.5,13.5,Reject,-3.6,0.03
1028,40,9,4.5,4.5,Accept,4.5,0.99
1028,42,9,1.8,7.2,Reject,-3.06,0.04
1028,43,15,1.5,13.5,Reject,-9.3,0.0
1028,45,6,1.8,4.2,Reject,-0.36,0.41
1028,47,9,2.7,6.3,Accept,-0.54,0.37
1028,48,15,6.0,9.0,Accept,3.3,0.96
1028,51,9,1.8,7.2,Reject,-3.06,0.04
1029,1,9,2.25,6.75,Reject,-1.8,0.14
1029,2,6,1.8,4.2,Reject,-0.36,0.41
1029,5,15,3.75,11.25,Reject,-3.0,0.05
1029,6,12,4.2,7.8,Reject,0.96,0.72
1029,7,18,9.0,9.0,Accept,9.0,1.0
1029,8,9,4.5,4.5,Accept,4.5,0.99
1029,9,6,1.2,4.8,Reject,-2.04,0.12
1029,12,9,2.7,6.3,Reject,-0.54,0.37
1029,13,15,5.25,9.75,Accept,1.2,0.77
1029,15,9,3.6,5.4,Accept,1.98,0.88
1029,16,9,1.8,7.2,Reject,-3.06,0.04
1029,17,15,5.25,9.75,Reject,1.2,0.77
1029,18,15,1.5,13.5,Reject,-9.3,0.0
1029,20,12,1.2,10.8,Reject,-7.44,0.0
1029,21,15,6.0,9.0,Accept,3.3,0.96
1029,22,18,5.4,12.6,Accept,-1.08,0.25
1029,23,9,2.7,6.3,Reject,-0.54,0.37
1029,24,12,3.0,9.0,Reject,-2.4,0.08
1029,25,18,4.5,13.5,Reject,-3.6,0.03
1029,26,15,5.25,9.75,Reject,1.2,0.77
1029,28,15,1.5,13.5,Reject,-9.3,0.0
1029,30,15,6.0,9.0,Accept,3.3,0.96
1029,32,9,2.25,6.75,Reject,-1.8,0.14
1029,33,15,3.0,12.0,Reject,-5.1,0.01
1029,34,12,2.4,9.6,Reject,-4.08,0.02
1029,35,6,2.4,3.6,Accept,1.32,0.79
1029,38,9,2.7,6.3,Reject,-0.54,0.37
1029,39,9,3.6,5.4,Accept,1.98,0.88
1029,41,12,4.2,7.8,Reject,0.96,0.72
1029,43,9,1.8,7.2,Reject,-3.06,0.04
1029,44,15,5.25,9.75,Accept,1.2,0.77
1029,46,9,4.5,4.5,Accept,4.5,0.99
1029,47,15,3.0,12.0,Reject,-5.1,0.01
1029,48,12,4.8,7.2,Reject,2.64,0.93
1029,49,9,2.7,6.3,Reject,-0.54,0.37
1029,50,15,3.75,11.25,Reject,-3.0,0.05
1030,1,15,1.5,13.5,Reject,-9.3,0.0
